acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,rate,time
inf,,,,,inf,inf,inf,inf,inf,inf,inf,inf,-10000000000.0,0.0
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,rate,time
-0.03975914018202475,0.7940096530449957,-0.36539842637657316,-1.6396795995151834,0.028229373238988397,0.2529380010037998,0.2841291504888164,0.44271684210526313,0.1402136842105263,0.6697186376514934,-0.3435712095677674,0.36571314741337224,-0.4882230393210907,-10000000000.0,0.0
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,rate,time
0.4310917073966716,0.8396812690853784,0.29104161254693256,-0.9534948674008213,0.8169809006045209,0.30027978878164735,0.46427813805455215,0.5055866666666667,0.47380666666666665,0.6828651706638271,-0.1506111313415067,0.4947149755965081,-0.23524351861762996,-10000000000.0,0.0
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,rate,time
0.07341180297864351,0.8652518892080657,0.2333248243394222,0.011386005687594798,-0.011415950459535895,0.13789330437790764,0.37722345051364126,0.4851349999999999,0.40298999999999996,0.6599328471311638,-0.6182527486009937,0.04082170803954763,-0.041053572372776126,-10000000000.0,0.0
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,rate,time
-0.08138533345463622,-0.0737398788594629,-1.025105277398508,-0.16739544190466732,-0.028763642649120107,0.02849963107359064,0.2776249046076576,0.25088777777777777,-0.06727,0.9533925433757712,0.055186275580266536,-0.01943626459178325,-0.288937604823158,-10000000000.0,0.0
0.22833872237065916,-0.021157034596605385,-1.1243818207395209,-1.0647076649955358,1.1590868336694904,-0.11014815231519018,0.36759824523038287,0.27048038888888887,-0.07998550000000001,0.9771328676370219,-0.03165666526183664,0.0504316678590768,-0.36308554560773176,3.9682539682539684,0.252
